Yamamoto Isoroku,IDS_YAMAMOTO,Japan/Yamamoto.png,Yamamoto
Günther Lütjens,IDS_LUTJENS,Germany/LUTJENS.png,Lutjens
Luigi Sansonetti,IDS_SANSONETTI,Italy/SANSONETTI.png,Sansonetti
William F. Halsey Jr.,IDS_HALSEY,USA/Halsey.png,Halsey
Nikolay Kuznetsov,IDS_KUZNETSOV,Russia/KUZNETSOV.png,Kuznetsov
Andrew Cunningham,IDS_CUNNINGHAM,United_Kingdom/CUNNINGHAM.png,Cunningham
